Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Return on capital employed,Profit after tax,Return on assets,Debt to equity,Return on equity,EPS,Debt,Earnings yield,EVEBITDA,Current ratio,Interest Coverage Ratio,Price to Sales,Price to Free Cash Flow,Net worth,Interest Coverage,Debt Capacity,Debt To Profit,Total Capital Employed,Leverage,Altman Z Score,Market Capt to Cash Flow,Market cap to quarterly profit,Dividend Payout Ratio,Financial leverage,Quick ratio,Sales,OPM,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Extraordinary items last year,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Current assets,Current liabilities,Operating profit,Interest,Depreciation,EBIT,Net profit,Cash from operations last year,Free cash flow last year,Cash from investing last year,Cash from financing last year,Market Capitalization
Hindprakash Indu,543645,HPIL,INE05X901010,Chemicals & Petrochemicals,Dyes And Pigments,136.00,5.23,1.09,1.15,0.73,2.00,0.95,37.94,2.66,34.57,1.69,1.41,1.26,360.56,51.89,1.41,-0.16,23.13,43.00,1.72,4.64,-35.39,361.33,0.00,1.72,1.22,122.83,2.04,0.00,101.82,2.65,2.67,4.45,0.41,4.04,2.67,2.24,0.87,11.42,0.00,40.47,30.16,0.00,106.70,68.34,40.43,2.51,3.67,0.40,5.18,1.09,-4.39,-4.62,2.37,5.01,155.37
Hinduja Global,532859,HGS,INE170I01016,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),411.00,3.01,-97.58,0.91,0.24,1.60,9.52,1898.77,8.37,3.92,3.41,1.12,0.43,8.51,7964.90,1.12,2.09,18.85,8486.50,1.44,2.31,4.17,-45.57,0.00,1.44,3.39,4383.75,4.89,0.00,4404.18,263.16,772.51,816.88,522.81,294.07,234.48,278.38,218.79,46.52,0.00,7918.38,1035.90,907.27,11322.42,8003.74,2348.43,214.24,213.46,490.80,239.80,16.83,457.17,238.39,518.18,-898.18,1904.77
Hindustan Media,533217,HMVL,INE871K01015,Media,Print Media,67.96,5.36,82.25,3.30,0.05,4.96,9.04,82.77,16.95,5.03,1.59,13.01,0.62,14.13,1553.75,13.01,3.51,1.06,898.61,1.48,1.94,13.17,29.94,0.00,1.48,1.54,793.35,-2.60,0.00,732.89,-32.05,139.82,104.67,20.57,84.10,6.63,80.57,3.10,73.67,0.00,1480.08,5.88,33.90,2403.17,1322.50,830.24,-20.59,7.16,18.01,93.15,66.61,37.56,42.27,-2.73,-57.68,494.83
Hindusthan Insulators &,539984,,INE799B01025,Electrical Equipment,Other Electrical Equipment,1003.10,-3.29,-0.04,-4.10,0.23,-7.30,-79.01,90.91,1.45,37.63,2.11,1.03,2.30,61.02,401.88,1.03,-0.01,-50.51,430.39,1.79,3.60,-108.82,49.26,0.00,1.79,1.22,314.13,3.90,0.00,272.79,-14.87,32.08,-8.96,9.36,-18.32,12.54,-4.69,26.17,1.44,83.85,400.44,1.43,58.92,616.26,233.62,110.84,12.24,10.67,9.17,11.00,-56.89,-6.65,6.04,80.97,-72.59,723.68
Hindware Home In,542905,HINDWAREAP,INE05AN01011,Consumer Durables,Sanitary Ware,222.75,3.62,19.35,-1.78,1.21,-6.46,-6.17,909.87,3.70,12.50,1.00,1.44,0.73,70.16,753.48,1.44,-0.07,-13.38,1095.84,3.18,2.73,9.68,506.86,0.00,3.18,0.49,2546.57,7.63,0.00,2522.99,143.20,11.51,182.77,122.53,60.24,89.14,-56.96,-28.06,16.73,0.00,736.75,705.14,184.01,2531.65,1249.84,1255.13,194.22,70.88,118.44,102.30,-51.25,192.09,-5.91,-214.57,18.30,1860.18
HMT,500191,HMT,INE262A01018,Industrial Manufacturing,Industrial Products,63.50,,-153.79,-24.56,,,-3.65,1028.59,-2.72,-40.28,0.20,-1.19,20.49,-8.46,-1966.34,-1.19,-0.61,-7.19,-1842.55,-0.31,-2.94,-49.01,-83.49,0.00,-0.31,0.16,110.99,-131.67,0.00,142.31,-125.34,62.40,-63.11,7.46,-70.57,69.67,-140.07,0.17,355.60,0.00,-2321.94,38.92,990.25,520.67,473.34,2350.67,-146.14,69.83,6.63,-83.38,-129.84,-46.41,-48.45,30.00,-7.46,2274.38
Home First Finan,543259,HOMEFIRST,INE481N01025,Finance,Housing Finance Company,1153.25,11.35,495.63,3.51,2.40,16.46,49.36,9652.62,7.06,14.00,11.73,1.83,6.59,-6.44,4014.44,1.83,-1.03,25.26,1448.52,4.31,2.40,-5.48,85.89,8.72,4.31,11.73,1827.83,79.30,-5.36,1539.08,1235.66,0.13,1235.79,15.53,1220.26,718.67,501.59,0.00,20.79,0.00,3993.65,9550.70,0.00,13811.15,1530.80,130.50,1449.55,787.31,18.14,1437.75,495.63,-2198.34,-2210.12,-0.21,2217.20,12041.69
I G Petrochems,500199,IGPL,INE204A01010,Chemicals & Petrochemicals,Commodity Chemicals,437.65,10.89,-6.89,4.86,0.31,8.17,-2.24,402.30,2.30,15.56,1.31,0.87,0.72,-220.14,1305.99,0.87,0.28,3.70,1506.41,1.62,2.76,5.18,-124.48,28.33,1.62,0.88,1880.79,4.00,0.00,2206.23,220.87,23.74,240.71,65.26,175.45,38.80,140.55,3.90,30.80,0.00,1275.19,202.71,66.46,2259.73,911.05,697.63,75.24,40.93,65.05,35.70,-6.89,260.98,124.81,-91.99,-137.74,1351.87
I O B,532388,IOB,INE565A01014,Banks,Public Sector Bank,35.37,5.95,4753.65,0.89,10.93,11.02,2.47,396107.32,5.55,18.01,2.27,1.33,2.19,-13.37,36253.88,1.33,-3.89,118.78,25042.49,11.48,0.66,22.99,49.91,0.00,11.48,2.27,31040.32,61.37,0.00,28131.01,16601.90,5545.07,22145.17,394.46,21750.71,17240.80,4511.71,1.80,19256.59,0.00,16997.29,42227.66,311938.82,448116.98,35778.54,15755.78,19050.17,18813.44,0.00,24976.83,4753.65,2963.19,2397.89,-565.30,117.95,68130.02
I R F C,543257,IRFC,INE053F01010,Finance,Financial Institution,105.55,5.83,7006.73,1.34,2.73,12.77,5.36,154805.72,9.07,11.03,1.11,1.36,5.17,-33.24,56625.41,1.36,-1.83,23.81,49132.16,9.25,0.95,16.76,76.55,32.16,9.25,1.11,26671.87,99.09,-1.71,27152.94,26998.97,3.43,27002.44,5.31,26997.13,20495.09,6502.00,-0.04,13068.51,0.00,43556.90,227923.63,184209.06,498322.98,486813.29,437702.01,26428.02,19477.20,5.40,26483.93,7006.73,8229.57,8228.75,-0.10,-2571.95,137964.63
ICICI Bank,532174,ICICIBANK,INE090A01021,Banks,Private Sector Bank,1314.10,7.20,54207.70,2.09,5.69,16.08,75.71,2050284.40,5.79,17.28,2.03,1.87,4.82,8.42,360378.34,1.87,-0.86,35.39,210976.99,7.71,1.02,13.98,63.81,15.85,7.71,2.03,195218.46,25.20,0.00,195218.46,49186.01,116899.90,166085.91,0.00,166085.91,89028.58,77057.33,0.00,1432.23,0.00,358946.11,218883.45,1641637.40,2914497.97,381699.78,188143.13,49186.01,89028.58,0.00,166085.91,57936.25,67325.42,63778.36,-13013.59,-4660.55,941532.64
IDBI Bank,500116,IDBI,INE008A01015,Banks,Private Sector Bank,77.54,6.78,9290.34,1.97,4.81,13.55,8.64,334696.15,6.68,14.96,2.43,1.78,2.95,11.92,69628.41,1.78,-1.99,43.72,39461.95,6.31,0.90,3.23,42.62,29.59,6.31,2.43,28198.84,71.08,0.00,28917.07,20323.46,5209.01,25534.81,538.12,24996.69,14256.55,10737.80,-2.34,10752.40,0.00,58876.01,19931.99,309975.04,423747.56,46766.10,19250.63,20042.37,15213.33,0.00,27047.01,9318.33,25795.70,25452.15,-338.28,-6990.32,83275.73
Ideaforge Tech,543932,IDEAFORGE,INE349Y01013,Aerospace & Defense,Aerospace & Defense,549.50,-9.69,-102.74,-9.22,0.08,-10.27,-23.79,43.41,-4.37,-36.85,3.92,-40.08,22.61,-29.52,568.77,-40.08,0.07,-0.70,527.09,1.16,6.88,-31.03,-70.39,0.00,1.16,2.90,105.40,-74.71,-0.01,161.22,-51.83,21.10,-33.64,29.34,-62.98,2.33,-62.40,2.91,43.25,0.00,525.52,0.00,16.47,689.17,414.13,105.76,-78.74,2.59,39.33,-103.80,-102.74,-76.79,-164.48,-68.07,-7.59,2382.77
IDFC First Bank,539437,IDFCFIRSTB,INE092T01019,Banks,Private Sector Bank,70.27,5.99,1636.36,0.44,7.04,3.84,1.90,331095.23,5.57,17.96,1.45,1.09,1.49,6.06,47063.97,1.09,-3.47,202.34,12090.22,7.90,0.71,8.74,189.53,13.14,7.90,1.45,40548.82,32.78,0.00,40548.82,13293.07,7873.29,21166.36,0.00,21166.36,19333.55,1832.81,0.00,8601.70,0.00,38462.27,38974.84,252065.25,399780.09,30865.96,21333.02,13293.07,19333.55,0.00,21166.36,1636.36,6915.04,6177.97,-14241.28,4969.12,60447.70
IIFL Finance,532636,IIFL,INE530B01024,Finance,Non Banking Financial Company (NBFC),434.00,8.81,1281.66,1.32,4.53,4.90,30.16,58691.47,10.01,9.72,3.25,1.36,1.50,-2.90,12969.91,1.36,-3.33,101.51,7080.15,5.24,1.19,-3.86,39.76,0.00,5.24,3.25,12276.64,59.80,0.00,10234.06,5675.52,-583.55,5678.47,188.57,5489.90,4196.39,707.01,-586.50,85.05,0.00,12884.86,44443.70,7089.66,76012.49,8049.97,2480.03,7341.30,5277.10,197.75,7162.51,1444.82,-4780.83,-4839.05,-1148.66,5526.25,18459.77
IL&FS Engg.,532907,IL&FSENGG,INE369I01014,Construction,Civil Construction,27.44,,-27.25,-1.97,,,-0.11,2671.72,-0.86,-168.44,0.12,-5.82,1.33,-10.17,-3199.66,-5.82,-6.69,-547.48,-3833.47,-0.54,-5.09,-7.11,98.33,0.00,-0.54,0.12,260.17,-31.33,0.00,321.38,-72.56,78.52,-22.82,6.93,-29.75,3.96,-4.93,28.78,131.12,0.00,-3330.78,1461.30,1211.11,1645.49,539.38,4398.07,-81.51,4.11,7.28,-23.91,-1.43,-48.81,-47.11,86.74,-0.89,347.11
Ind-Swift Labs.,532305,INDSWFTLAB,INE915B01019,Pharmaceuticals & Biotechnology,Pharmaceuticals,135.35,0.78,47.34,0.12,0.02,0.18,40.26,22.04,4.38,12.38,4.03,1.51,1.98,-29.59,1307.50,1.51,0.75,0.09,919.36,1.24,3.36,-46.20,90.93,0.00,1.24,3.51,594.46,0.01,3.49,561.71,-19.38,304.58,33.27,24.48,8.79,2.92,257.80,251.93,81.61,14.20,1225.89,7.85,18.79,1544.43,843.81,209.56,0.04,-22.93,29.94,34.58,248.57,-25.47,-51.28,-110.20,69.20,1176.62
Indag Rubber,509162,,INE802D01023,Auto Components,Tyres & Rubber Products,94.84,2.93,8.58,1.71,0.04,2.86,3.27,9.22,3.79,15.48,4.67,10.67,1.19,,230.52,10.67,,1.95,148.34,1.20,3.93,75.90,84.68,96.48,1.20,3.10,208.79,2.77,0.00,228.42,1.91,11.81,13.66,6.62,7.04,1.15,5.95,0.06,5.25,0.00,225.27,0.00,9.39,272.43,114.78,24.60,5.78,0.91,6.85,9.71,6.74,3.28,-0.41,1.29,-7.18,248.96
India Cements,530005,INDIACEM,INE383A01012,Cement & Cement Products,Cement & Cement Products,437.25,1.62,79.70,0.59,0.13,0.78,-2.17,1304.81,1.26,30.56,1.01,1.86,3.02,237.66,10124.27,1.86,-0.06,-19.40,11540.12,1.34,3.06,-506.74,197.32,0.00,1.34,0.54,4484.69,8.84,0.00,4484.69,396.51,-61.53,484.17,299.12,185.05,99.33,-63.47,-149.19,309.90,0.00,9814.37,1071.15,94.00,13403.06,1584.45,1575.70,396.51,99.33,299.12,185.05,-67.25,-26.74,-114.67,-102.93,40.33,13550.26
India Finsec,535667,,INE474O01010,Finance,Non Banking Financial Company (NBFC),209.00,15.02,14.54,5.44,2.06,12.91,4.98,250.42,6.72,14.16,2.77,1.96,7.78,-13.24,121.58,1.96,-0.56,13.81,28.15,2.93,3.32,-21.33,172.84,0.00,2.93,2.77,78.39,75.33,0.04,71.70,51.78,0.23,52.01,2.59,49.42,25.44,23.98,0.00,29.19,0.00,92.39,165.33,32.40,429.83,21.06,7.61,59.05,28.91,2.87,56.57,20.52,-28.61,-31.27,2.98,35.16,610.11
India Motor Part,590065,IMPAL,INE547E01014,Auto Components,Trading - Auto components,1009.00,4.38,89.20,3.14,0.00,3.50,69.73,0.00,9.22,10.75,5.23,,1.56,55.14,2556.93,,2.03,0.00,294.99,1.07,2.49,71.14,73.87,44.75,1.07,3.99,815.24,7.66,0.00,788.81,61.59,44.49,95.85,1.22,94.63,0.00,104.86,10.23,12.48,0.00,2544.45,0.00,0.00,2864.75,342.32,65.45,62.44,0.00,1.45,111.94,87.02,17.84,16.17,12.81,-34.94,1269.12
India Power Corp,,DPSCLTD,INE360C01024,Power,Integrated Power Utilities,10.03,3.17,6.81,0.36,0.11,0.74,0.07,94.40,2.67,16.34,0.88,1.46,1.49,13.54,884.19,1.46,0.11,13.43,904.57,2.21,1.91,12.39,527.95,69.26,2.21,0.86,653.65,-13.08,0.00,620.37,-71.09,142.48,71.37,35.51,35.86,27.18,8.70,0.02,97.38,0.00,786.81,29.09,127.30,1818.73,473.63,536.95,-85.51,19.02,35.92,27.74,6.81,78.85,65.77,-2.23,-73.02,976.71
INDIA SHELTE FIN,544044,INDIASHLTR,INE922K01024,Finance,Housing Finance Company,818.10,12.61,472.92,5.57,1.89,15.07,43.70,5492.24,7.33,13.47,2.67,2.42,6.16,-7.54,2912.70,2.42,-0.84,14.57,292.10,2.50,2.74,-6.20,71.83,14.31,2.50,2.67,1446.33,72.94,-0.06,1164.51,845.18,10.15,855.47,11.60,843.87,355.65,488.08,-0.14,53.95,0.00,2858.75,4521.93,447.12,8577.84,417.14,156.01,1055.00,431.21,12.26,1043.03,472.92,-1435.61,-1444.25,-60.58,1566.19,8902.48
Indiabulls,533520,IBULLSLTD,INE126M01010,Commercial Services & Supplies,Diversified Commercial Services,17.35,,28.70,-196.68,0.18,,-4.71,495.32,2.86,28.03,6.63,1.40,9.49,-686.25,3225.61,1.40,-0.06,-7.26,2732.32,-0.13,3.64,779.57,50.78,0.00,-0.13,5.69,424.85,23.47,0.00,-5.80,-8.21,0.51,-7.70,0.07,-7.77,60.42,-68.19,0.00,446.68,0.00,2778.93,0.00,263.14,3923.33,2475.01,373.11,99.70,78.23,27.93,109.32,100.09,5.17,5.17,54.21,-40.75,4030.37
Indian Bank,532814,INDIANB,INE562A01011,Banks,Public Sector Bank,915.85,6.38,12022.69,1.35,10.51,17.09,85.47,839819.00,6.04,16.57,2.56,1.42,1.87,-18.15,79917.96,1.42,-4.54,74.56,55494.00,11.70,0.65,7.08,39.14,19.44,11.70,2.56,65875.22,68.76,0.00,62039.43,42221.25,10011.45,52231.00,542.94,51688.06,36826.25,14863.51,1.70,1346.96,0.00,78571.00,41552.30,737098.32,949690.00,76720.00,29919.00,45296.69,39633.76,0.00,56287.30,11515.24,17396.40,17048.00,-348.40,-4263.51,123165.42
Indian Renewable,544026,IREDA,INE202E01016,Finance,Financial Institution,137.95,9.37,1882.38,2.39,5.41,18.05,6.78,69939.38,6.60,15.05,0.63,1.49,4.82,-3.06,12920.18,1.49,-2.51,41.17,-811.90,6.93,1.26,-2.68,66.25,0.00,6.93,0.63,8038.19,88.63,0.00,6754.02,6283.41,0.22,6284.17,38.80,6245.37,4141.03,2103.80,-0.54,2809.23,0.00,10110.95,32719.05,32021.26,87793.76,1935.82,3083.21,7124.06,4767.53,42.02,7115.16,1882.38,-14461.40,-14488.39,-543.38,14960.41,38750.49
Indian Terrain,533329,INDTERRAIN,INE611L01021,Textiles & Apparels,Garments & Apparels,30.97,-5.17,-5.81,-8.93,0.60,-22.70,-1.27,109.11,6.11,8.00,1.72,0.78,0.43,18.44,182.54,0.78,-0.16,-2.56,191.07,2.64,2.50,8.12,53.29,0.00,2.64,1.36,360.67,6.90,0.00,340.60,-2.93,4.76,1.40,17.94,-16.54,24.90,-41.01,0.43,10.13,0.00,172.41,84.98,32.39,439.19,371.68,216.48,24.87,18.23,14.88,14.14,-6.18,19.24,16.00,8.26,-14.89,156.15
Indian Wood Prod,540954,IWP,INE586E01020,"Paper, Forest & Jute Products",Forest Products,34.99,3.32,5.28,0.97,0.22,1.46,0.83,79.98,4.71,16.76,1.41,2.00,1.05,23.42,361.99,2.00,-0.14,15.12,428.50,1.49,2.16,16.48,225.83,18.15,1.49,0.79,214.48,7.24,0.14,225.81,15.76,2.16,17.84,3.34,14.50,7.91,6.67,0.08,12.80,0.00,349.19,72.94,6.97,545.69,144.06,102.12,15.52,6.98,3.96,13.96,5.28,13.70,10.61,-4.70,-8.28,225.83
IndiGrid Trust,540565,INDIGRID,INE219X23014,Power,Power - Transmission,171.65,7.51,325.87,1.36,4.78,6.60,3.87,22035.90,4.67,13.44,1.23,1.22,5.73,26.79,4613.22,1.22,-0.68,53.68,24315.13,5.06,1.73,6.73,202.23,85.75,5.06,1.22,3403.12,84.69,-0.04,3287.64,2890.64,149.02,2980.15,1100.74,1879.41,1494.70,444.22,59.51,8332.25,35.67,-3719.03,20014.84,46.43,27737.19,3144.63,2550.65,2882.07,1575.08,1130.97,1914.00,330.82,2901.59,2141.15,-1779.61,-1249.09,19513.56
Indiqube Spaces,544454,INDIQUBE,INE06ST01018,Commercial Services & Supplies,Diversified Commercial Services,176.33,4.76,-115.03,-3.34,8.67,-234.10,,4770.46,3.33,9.27,0.77,0.64,2.78,13.05,550.54,0.64,-1.01,-34.17,4600.93,-406.28,1.45,6.12,-219.32,0.00,-406.28,0.77,1346.31,59.66,0.06,1059.29,616.54,43.65,660.12,487.14,172.98,330.35,-157.30,0.07,21.20,7.17,529.34,275.59,3812.20,6019.23,703.41,907.83,803.23,420.20,598.79,267.07,-115.03,611.65,354.59,-258.96,-337.49,3743.80
Indo National,504058,NIPPOBATRY,INE567A01028,Household Products,Household Products,321.85,32.94,-5.36,18.46,0.10,36.70,-7.15,41.06,-1.95,38.75,1.90,-1.88,0.55,-8.00,397.95,-1.88,0.84,0.34,265.74,1.51,2.63,-4.34,-30.87,3.03,1.51,1.29,442.46,-0.45,0.00,467.47,-22.26,189.97,167.68,13.24,154.44,3.18,151.29,0.03,3.75,0.00,394.20,52.86,0.27,569.05,222.16,116.99,-2.01,2.92,12.77,-5.50,-5.62,-55.76,-97.01,80.47,-18.78,241.99
Indo Rama Synth.,500207,INDORAMA,INE156A01020,Textiles & Apparels,Other Textile Products,39.87,9.94,139.85,0.08,2.44,0.66,5.25,1086.63,13.25,6.46,0.65,2.00,0.21,-7.02,445.51,2.00,-0.66,776.16,541.58,7.93,2.43,2.67,90.87,0.00,7.93,0.38,4906.87,5.95,0.00,4258.93,178.84,27.99,207.87,48.19,159.68,157.24,1.40,-1.04,261.11,0.00,184.40,1125.91,10.43,2971.03,1386.21,2130.32,291.93,140.28,48.24,280.13,137.15,391.11,352.44,-36.34,-354.22,1043.24
Indoco Remedies,532612,INDOCO,INE873D01024,Pharmaceuticals & Biotechnology,Pharmaceuticals,210.00,-0.49,-107.29,-3.46,1.02,-7.02,-12.35,998.71,-0.90,30.12,1.10,-0.28,1.10,-10.50,979.77,-0.28,-0.29,-12.81,1421.26,2.24,2.49,20.37,-81.79,-2.50,2.24,0.67,1759.91,5.19,-0.04,1664.92,99.99,5.71,104.55,113.84,-9.29,66.23,-74.37,1.15,18.45,0.00,961.32,785.37,208.20,2508.02,1081.31,985.05,91.31,94.30,122.74,-26.04,-116.35,94.93,-257.42,-339.11,241.42,1933.59
Indostar Capital,541336,INDOSTAR,INE896L01010,Finance,Non Banking Financial Company (NBFC),195.50,6.79,-440.16,-0.13,1.43,-0.45,43.86,5708.66,2.85,31.14,1.06,0.36,2.22,-3.90,4019.77,0.36,-1.61,47.37,391.08,3.35,1.26,-2.97,379.60,0.00,3.35,1.06,1419.01,19.01,-0.01,1408.37,822.72,69.32,755.92,30.62,725.30,740.84,120.58,136.12,161.53,0.00,3858.24,6398.59,517.89,10231.50,552.46,521.69,269.77,682.58,30.33,242.47,600.56,-1061.13,-1082.62,-305.05,1069.75,3150.67
Indsil Hydro,522165,,INE867D01018,Ferrous Metals,Ferro & Silica Manganese,45.40,-3.49,-11.49,-4.43,0.00,-6.97,-4.08,0.00,7.65,9.92,14.11,5.01,0.87,20.84,194.63,5.01,0.36,0.00,179.16,1.27,3.70,-11.21,32.52,1.83,1.27,2.92,145.83,6.31,0.00,127.55,-6.96,104.35,-4.12,2.97,-7.09,3.26,91.16,101.51,27.79,0.00,166.84,0.00,0.00,217.83,139.16,9.86,9.20,1.87,2.98,9.36,-11.34,-11.26,-12.18,131.18,-53.04,126.18
IndusInd Bank,532187,INDUSINDBK,INE095A01012,Banks,Private Sector Bank,899.95,5.68,889.34,0.16,6.75,1.36,11.41,442719.95,6.10,16.38,2.86,1.04,1.52,719.45,65588.46,1.04,-4.05,497.81,67581.14,8.37,0.78,70.59,117.96,13.14,8.37,2.86,46250.81,48.11,0.06,46250.81,22249.89,7229.06,29478.95,0.00,29478.95,28268.49,1210.46,0.00,779.11,0.00,64809.35,53703.55,410862.27,543393.92,99969.57,34934.34,22249.89,28268.49,0.00,29478.95,889.34,992.89,359.16,-633.73,-10911.77,70086.72
Info Edg.(India),532777,NAUKRI,INE663F01032,Retailing,Internet & Catalogue Retail,1002.55,3.00,1351.35,1.31,0.01,1.16,20.79,275.62,3.12,30.26,3.20,75.58,20.56,105.34,48610.50,75.58,0.87,0.21,4343.01,1.13,3.14,74.30,212.41,40.36,1.13,3.20,3165.35,33.69,-0.09,2849.55,873.90,1220.22,1146.52,113.09,1033.43,36.41,1944.62,947.60,129.68,0.00,48480.82,1.27,266.07,59396.76,5196.68,1621.58,1066.50,26.82,122.95,2027.03,1685.00,875.84,793.10,-817.77,-126.99,65073.48
Inox Green,543667,INOXGREEN,INE510W01014,Power,Power Generation,182.35,2.60,80.18,0.82,0.05,1.02,2.17,95.19,1.87,40.34,4.77,12.17,25.03,-449.25,2027.49,12.17,0.08,4.36,1507.96,1.16,6.60,121.14,296.21,0.00,1.16,4.34,292.24,13.10,1.30,235.55,51.94,57.20,101.10,53.21,47.89,18.64,37.29,8.04,374.71,0.00,1652.78,30.29,150.64,2465.56,1032.14,216.17,38.29,11.27,44.92,137.19,81.56,60.37,56.16,-637.46,572.50,7313.34
Integra Essentia,535958,ESSENTIA,INE418N01035,Commercial Services & Supplies,Trading & Distributors,1.33,4.72,2.82,1.74,0.23,2.56,0.03,39.76,4.48,15.26,2.12,2.77,0.32,-3.70,171.30,2.77,,10.35,136.34,1.25,4.03,-1.55,114.52,0.00,1.25,2.04,439.39,1.31,0.01,441.69,5.18,6.48,11.41,3.85,7.56,1.58,6.23,0.25,106.77,0.03,64.53,22.76,3.63,257.23,161.74,76.32,5.75,2.94,3.77,8.14,2.82,-91.44,-110.25,23.42,66.18,142.00
Interglobe Aviat,539448,INDIGO,INE646L01027,Transport Services,Airline,4565.00,17.34,4532.80,5.89,8.83,103.80,83.67,75105.30,4.72,10.83,1.43,1.87,2.08,9.49,8507.40,1.87,0.06,10.35,74317.10,10.64,3.40,7.34,92.31,5.33,10.64,1.41,84675.50,20.30,-0.01,80803.00,18049.90,3306.80,19870.60,8636.60,11234.00,5132.60,7587.50,1486.10,386.60,0.00,8120.80,1800.00,65288.40,128203.20,56882.00,39663.00,17185.00,5817.60,10427.60,10866.00,3233.00,24064.70,22846.50,-12782.30,-10974.90,176539.69
Intl. Combustion,505737,,INE403C01014,Industrial Manufacturing,Industrial Products,521.00,11.64,3.33,5.65,0.16,10.07,13.93,20.83,3.67,11.42,1.85,1.42,0.42,-27.60,131.60,1.42,0.22,1.39,133.01,1.70,3.53,10.08,-46.99,6.39,1.70,1.08,294.24,3.45,0.00,292.98,23.43,4.27,24.86,6.35,18.51,5.00,16.35,2.84,2.39,0.00,129.21,32.57,0.00,221.37,158.78,85.65,10.14,3.42,6.72,4.85,3.33,12.35,6.67,-7.60,-4.74,124.52
Inventure Grow.,533506,INVENTURE,INE878H01024,Capital Markets,Stockbroking & Allied,1.00,3.48,7.15,0.47,0.10,0.67,0.07,29.16,86.26,1.09,3.02,4.16,1.61,-5.51,279.18,4.16,0.89,14.09,152.02,1.29,2.20,-3.04,33.75,0.00,1.29,2.31,64.44,22.56,0.00,61.86,10.32,0.75,10.37,0.63,9.74,4.27,6.17,0.70,105.00,0.00,174.18,21.81,12.83,372.04,187.50,62.00,14.54,3.46,0.96,14.38,6.93,-34.21,-53.75,-19.80,55.02,103.96
IP Rings,523638,,INE558A01019,Auto Components,Auto Components & Equipments,121.99,3.08,0.93,-1.41,1.09,-4.14,0.73,111.29,5.84,7.99,0.96,1.16,0.46,4.76,101.73,1.16,,-25.12,148.41,3.00,2.44,7.97,1405.73,0.00,3.00,0.51,334.46,8.34,0.00,303.38,21.07,2.55,23.76,17.61,6.15,11.73,-5.72,-0.14,12.68,0.00,89.05,99.26,5.19,314.39,148.15,153.85,27.91,13.26,17.62,15.40,0.93,19.39,19.88,-25.29,1.69,154.63
IRB InvIT Fund,540526,IRBINVIT,INE183W23014,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",61.68,9.22,334.68,2.71,1.75,8.75,5.22,6567.76,6.88,10.39,8.08,1.91,3.75,14.26,11836.13,1.91,0.02,18.47,13585.67,3.27,2.09,5.08,79.31,130.60,3.27,8.08,1299.48,83.15,-0.79,1084.06,890.23,26.19,897.94,254.11,643.83,294.44,367.87,18.48,12816.00,0.00,-979.87,3214.24,-16.73,15551.93,4022.31,497.62,1080.52,405.65,308.08,773.89,335.54,960.60,700.00,-389.03,-578.99,4879.36
Ishan Dyes,531109,ISHANCH,INE561M01018,Chemicals & Petrochemicals,Specialty Chemicals,63.90,4.04,-9.73,0.54,0.63,1.05,-3.80,88.25,-1.05,381.20,1.10,-0.50,2.99,-6.41,140.35,-0.50,-0.46,80.96,170.33,1.93,2.23,15.07,-33.32,0.00,1.93,0.70,58.45,-2.63,2.67,101.43,6.71,3.00,9.71,2.47,7.24,5.13,2.11,0.00,26.14,0.00,114.21,81.08,11.01,238.69,66.62,60.76,-1.54,5.44,3.39,-2.70,-9.73,11.61,-30.53,-39.15,27.53,174.93
ITI,523610,ITI,INE248A01017,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,299.00,-1.33,-200.50,-2.68,0.90,-16.15,-1.54,1310.89,-0.01,466.53,0.86,-0.02,11.07,134.40,1453.25,-0.02,-0.03,-5.62,1467.82,6.36,4.74,-187.49,-1371.08,0.00,6.36,0.83,2601.76,-0.44,0.00,3616.42,-59.89,120.24,25.31,69.20,-43.89,224.30,-233.15,35.04,962.85,0.00,490.40,1180.61,300.19,10376.47,7521.31,8755.63,-11.38,196.99,67.63,-3.51,-147.98,-153.57,44.43,669.30,-485.33,28792.66
J & K Bank,532209,J&KBANK,INE168A01041,Banks,Private Sector Bank,129.15,6.15,2142.85,1.28,10.21,15.77,19.46,158231.94,6.09,16.43,6.23,1.40,1.09,40.55,15490.62,1.40,-7.86,76.01,20477.46,11.40,0.64,5.23,24.48,11.37,11.40,6.23,13090.78,68.97,0.00,12541.08,8701.01,1146.94,9846.96,168.01,9678.95,6741.26,2938.68,0.99,110.13,0.00,15380.49,2382.84,148552.02,177219.89,21785.95,3497.33,9028.99,7216.29,0.00,10127.20,2142.85,2723.15,2621.05,-102.10,-1034.38,14233.06
